Num.,Nome completo,E-mail,Telefone,Área,Idioma de interesse,Leva,Modelo de aula,Resultado nivelamento,Data Nivelamento,Nivel Recente,Data que o Lingopass deu acesso,Data de Primeiro acesso,A0,A0 AoV,"Tempo de conclusão em dias 
Início Fim",A1,A1 AoV,"Tempo de conclusão em dias 
Início Fim.1",A2,A2 AoV,"Tempo de conclusão em dias 
Início Fim.2",B1,B1 AoV,"Tempo de conclusão em dias 
Início Fim.3",B2,B2 AoV,"Tempo de conclusão em dias 
Início Fim.4",C1,C1 AoV,"Tempo de conclusão em dias 
Início Fim.5",C2,C2 AoV,total progresso,"Tempo de conclusão em dias 
Início Fim.6",Progresso (nível do nivelamento),Progresso (qualquer nível),Média A0,Média A1,Média A2,Média B1,Média B2,Média C1,Média C2,Média total,Primeiro Acesso,Primeiro acesso curso que foi nivelado,Último Acesso,Tempo Total Plataforma,Tempo Total AoV,Tempo Total,tempo plataforma minutos,tempo AOV minutos,tempo total,% plataforma ,Turmas Fixas,Horário,Turno,Tutor,Nativo?,Quantidade Mensagens,Observação,Nome Gestor,Gestor,Empresa,Cancelou,Data de cancelamento,Data que deve perder acesso ,Justificativa,Sobre o curso: Quão satisfeito você ficou com seu curso em geral?,"Recomendação, comentário ou sugestão: Você recomendaria nosso curso? (1 sendo nunca e 10 com certeza)","Recomendação, comentário ou sugestão: Tem alguma sugestão ou comentário que queira nos enviar?"
,Benjamin Johns,fernandomorgan@example.net,,ADM,INGLÊS,4,TURMA FLEXÍVEL,A1,13/04/2023,A1,01/04/2023,13/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,13/04/2023,,19/04/2023,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,TURMA FLEXÍVEL,FLEX,,,,,,,vbenson@example.net,EMBRAER,,,,,,,
,Sean Jackson,erodriguez@example.org,,ADM,INGLÊS,4,TURMA FIXA,A1,14/04/2023,A1,01/04/2023,14/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,14/04/2023,,19/04/2023,00h 14m,00h 00m,00h 14m,14.0,0.0,14.0,100%,Turma 25 - ADM - BAS - terças e quintas às 19h,Terça e Quinta,Noite,Manoel,,,,,russell41@example.net,EMBRAER,,,,,,,
268.0,Norman Long DDS,agreen@example.com,,ADM,INGLÊS,2,TURMA FIXA,A1,13/12/2022,A1,01/12/2022,13/12/2022,"100,00%",77.72%,57.0,"42,00%",68.96%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,142%,,,,"98,34%","100,00%",-,-,-,-,-,"99,17%",13/12/2022,,24/04/2023,17h 00m,23h 28m,40h 28m,1.02,1.408,2.428,42%,EN | EMB2 | ADM | BAS09,Segundas e quartas às 20h,Noite,Marcela,Brasileiro,1.0,,,victoriabrown@example.org,EMBRAER,,,,,10.0,10,
,Steven Sullivan,edwardstina@example.net,,TEC,INGLÊS,4,TURMA FIXA,A1,13/04/2023,A1,01/04/2023,13/04/2023,"50,00%",0.00%,,"8,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,58%,,"50,00%","50,00%",,,,,,,,,13/04/2023,,25/04/2023,05h 37m,00h 00m,05h 37m,337.0,0.0,337.0,100%,Turma 27 - TEC - BAS - segundas e quartas às 10h,Segunda e Quarta,Manhã,Não definido,,,,,tylerfrancis@example.net,EMBRAER,,,,,,,
350.0,Brandon James,lisa80@example.org,,TI,INGLÊS,3,TURMA FLEXÍVEL,B2,14/02/2023,B2,01/02/2023,14/02/2023,"100,00%",0.00%,5.0,"59,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,159%,,,,"99,00%","93,48%",-,-,-,-,-,"96,24%",14/02/2023,,17/04/2023,16h 27m,00h 00m,16h 27m,987.0,0.0,987.0,100%,Turma flexível,FLEX,FLEX,FLEX,FLEX,,,,hendersonderrick@example.net,EVE,,,,,7.0,6 : 5,
,Kevin Howard,kwallace@example.net,,ADM,INGLÊS,4,TURMA FLEXÍVEL,A1,19/04/2023,A1,01/04/2023,19/04/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,0%,,"0,00%","0,00%",,,,,,,,,19/04/2023,,19/04/2023,00h 00m,00h 00m,00h 00m,0.0,0.0,0.0,#DIV/0!,TURMA FLEXÍVEL,FLEX,,,,,,,amyroberts@example.org,EMBRAER,,,,,,,
41.0,Mr. Zachary Boone DDS,camposcaitlyn@example.org,,TI,INGLÊS,1,TURMA FIXA,B1,26/09/2022,B2,01/09/2022,26/09/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"100,00%",258.15%,204.0,"6,00%",11.77%,,"0,00%",0.00%,,"0,00%",0.00%,106%,,"100,00%","100,00%",-,-,-,"94,94%",-,-,-,"94,94%",26/09/2022,,25/04/2023,33h 02m,43h 11m,76h 14m,1.982,2.591,4.573,43%,EN | EMB | TI | INT02,Segundas e quartas às 08h,Manhã,Fábio,Brasileiro,2.0,,,ztaylor@example.org,EMBRAER,,,,,,,
329.0,Christine Wagner DDS,jpeterson@example.org,,ADM,FRANCÊS,2,TURMA FIXA,A1,12/12/2022,,01/12/2022,12/12/2022,"100,00%",90.49%,77.0,"41,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,141%,,,,"100,00%","100,00%",-,-,-,-,-,"100,00%",12/12/2022,,25/04/2023,31h 09m,19h 47m,50h 56m,1.869,1.187,3.056,61%,FR | EMB2 | BAS01,Terças e quintas 18h,Noite,Elmer,Brasileiro,12.0,,,nicolegray@example.com,EMBRAER,,,,,,,
380.0,Nathaniel Ochoa,russelljon@example.net,,TEC,INGLÊS,3,AULA PARTICULAR,A1,09/02/2023,A1,01/02/2023,09/02/2023,"100,00%",0.45%,28.0,"19,00%",40.11%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,119%,,,,"95,14%",-,-,-,-,-,-,"95,14%",09/02/2023,,25/04/2023,15h 33m,07h 28m,23h 01m,933.0,448.0,1.381,68%,EN | EMB3 | PRIV | BAS03,Segundas e quartas às 10h,Manhã,Gustavo,Brasileiro,,,,mark92@example.org,EMBRAER,,,,,8.0,10,
26.0,Patrick Jackson,chavezamanda@example.org,,TEC,INGLÊS,1,TURMA FIXA,B1,11/10/2022,B2,01/09/2022,11/10/2022,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"100,00%",156.54%,160.0,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,100%,,"100,00%","100,00%",-,-,-,"100,00%",-,-,-,"100,00%",11/10/2022,,25/04/2023,24h 35m,33h 52m,58h 28m,1.475,2.032,3.507,42%,EN | EMB | TEC | INT11,Terças e quintas às 11h,Manhã,Paola,Brasileiro,2.0,,,colemanbrandon@example.org,EMBRAER,,,,,,,
336.0,Jody Thompson,tfoster@example.org,,TEC,INGLÊS,2,TURMA FIXA,A1,12/12/2022,A1,01/12/2022,12/12/2022,"100,00%",74.01%,67.0,"41,00%",96.67%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,141%,,,,"100,00%","100,00%",-,-,-,-,-,"100,00%",12/12/2022,,24/04/2023,20h 54m,27h 18m,48h 13m,1.254,1.638,2.892,43%,EN | EMB2 | TEC | BAS10,Segundas e quartas às 09h,Manhã,Marcela,Brasileiro,6.0,,,wjohnson@example.org,EMBRAER,,,,,10.0,10,"Notei um problema que a plataforma ja identifica que o item foi concluído só de você abrir o mesmo, sem ter que ter concluído. E acho que necessitava mais exercicios de fixação"
3.0,James Huang,jason16@example.org,,TI,INGLÊS,1,TURMA FIXA,B1,27/09/2022,B1,01/09/2022,27/09/2022,"9,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"88,00%",122.10%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,97%,,"88,00%","88,00%",-,-,-,"99,38%",-,-,-,"99,38%",27/09/2022,,17/04/2023,20h 18m,19h 32m,39h 50m,1.218,1.172,2.39,51%,EN | EMB | TI | INT02,Segundas e quartas às 08h,Manhã,Fábio,Brasileiro,3.0,,,kevinturner@example.org,EMBRAER,,,,,,,
239.0,Travis Johnson,rwilson@example.org,,TEC,INGLÊS,2,TURMA FIXA,B1,13/12/2022,B1,01/12/2022,13/12/2022,"100,00%",129.60%,99.0,"18,00%",0.00%,,"0,00%",0.00%,,"20,00%",175.85%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,138%,,,,"100,00%",-,-,-,-,-,-,"100,00%",13/12/2022,,24/04/2023,24h 01m,28h 08m,52h 09m,1.441,1.688,3.129,46%,EN | EMB2 | TEC | INT28,Segundas e quartas às 19h,Noite,Larissa,Brasileiro,1.0,,,lbrown@example.com,EMBRAER,,,,,10.0,9,
109.0,Dustin Young,gordonmark@example.net,,ADM,INGLÊS,1,TURMA FLEXÍVEL,B1,26/09/2022,B1,01/09/2022,26/09/2022,"1,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"96,00%",31.78%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,97%,,"96,00%","96,00%",-,-,-,"99,00%",-,-,-,"99,00%",26/09/2022,,26/01/2023,24h 02m,05h 05m,29h 07m,1.442,305.0,1.747,83%,Turma flexível,FLEX,FLEX,FLEX,FLEX,2.0,,,cranevanessa@example.org,EMBRAER,,,,,,,
384.0,Joshua Davis,callen@example.org,,TEC,INGLÊS,3,TURMA FIXA,A2,09/02/2023,A2,01/02/2023,09/02/2023,"100,00%",22.49%,32.0,"19,00%",0.00%,,"0,00%",73.08%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,119%,,,,"87,42%",-,-,-,-,-,-,"87,42%",09/02/2023,,19/04/2023,18h 06m,11h 41m,29h 48m,1.086,701.0,1.787,61%,EN | EMB3 | TEC | BAS17,Segundas e quartas às 20h,Noite,Daniela,Brasileiro,,,,diazblake@example.net,EMBRAER,,,,,10.0,9,Eu gostei muito do formato do curso.
216.0,Leslie Sexton,kjohnson@example.com,,ADM,INGLÊS,2,TURMA FIXA,A1,12/12/2022,A1,01/12/2022,12/12/2022,"100,00%",83.44%,77.0,"35,00%",100.12%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,135%,,,,"93,62%","78,33%",-,-,-,-,-,"85,98%",12/12/2022,,25/04/2023,19h 43m,29h 22m,49h 06m,1.183,1.762,2.945,40%,EN | EMB2 | ADM | BAS09,Segundas e quartas às 20h,Noite,Marcela,Brasileiro,6.0,,,tiffanythompson@example.org,EMBRAER,,,,,9.0,10,
334.0,Matthew Robertson Jr.,cherylanderson@example.net,,ADM,INGLÊS,2,TURMA FIXA,A2,12/12/2022,A2,01/12/2022,12/12/2022,"100,00%",38.68%,24.0,"35,00%",0.00%,,"0,00%",157.84%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,135%,,,,"96,48%","92,50%",-,-,-,-,-,"94,49%",12/12/2022,,19/04/2023,06h 58m,25h 15m,32h 13m,418.0,1.515,1.933,22%,EN | EMB2 | ADM | BAS15,Segundas e quartas às 10h,Manhã,Bruno,Brasileiro,1.0,,,shane41@example.org,EMBRAER,,,,,7.0,8,
383.0,Gary Haynes,robertsmichael@example.net,,TEC,INGLÊS,3,TURMA FIXA,A2,13/02/2023,A2,01/02/2023,13/02/2023,"83,00%",0.00%,,"0,00%",0.00%,,"25,00%",23.62%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,108%,,,,"100,00%",-,-,-,-,-,-,"100,00%",13/02/2023,,20/04/2023,18h 16m,03h 46m,22h 03m,1.096,226.0,1.322,83%,EN | EMB3 | TEC | BAS17,Segundas e quartas às 20h,Noite,Daniela,Brasileiro,,,,ycurtis@example.com,EMBRAER,,,,,,,
250.0,Kathleen Wagner,lewispamela@example.org,,ADM,INGLÊS,2,TURMA FLEXÍVEL,A2,23/12/2022,A2,01/12/2022,23/12/2022,"83,00%",0.00%,,"0,00%",0.00%,,"50,00%",80.03%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,133%,,,,"91,10%",-,"100,00%",-,-,-,-,"95,55%",23/12/2022,,25/04/2023,25h 38m,13h 20m,38h 59m,1.538,800.0,2.338,66%,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,,,bergerchristopher@example.net,EMBRAER,,,,,,,
332.0,Tammy Cox,houstonangela@example.net,,ADM,INGLÊS,2,TURMA FLEXÍVEL,A2,13/12/2022,A2,01/12/2022,13/12/2022,"100,00%",29.08%,59.0,"31,00%",0.00%,,"0,00%",108.01%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,131%,,,,"100,00%","98,33%",-,-,-,-,-,"99,17%",13/12/2022,,25/04/2023,10h 46m,17h 45m,28h 31m,646.0,1.065,1.711,38%,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,,,tonyarellano@example.net,EMBRAER,,,,,10.0,10,
67.0,Tammy Thomas,nelsonshane@example.com,,ADM,INGLÊS,1,TURMA FIXA,B1,26/09/2022,B1,01/09/2022,26/09/2022,"3,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"91,00%",166.80%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,94%,,"91,00%","91,00%",-,-,-,"96,88%",-,-,-,"96,88%",26/09/2022,,24/04/2023,29h 52m,26h 41m,56h 33m,1.792,1.601,3.393,53%,EN | EMB | ADM | INT12,Segundas e quartas às 16h,Tarde,Luíza,Brasileiro,2.0,,,tlewis@example.org,EMBRAER,,,,,,,
335.0,Lisa Sullivan,robert55@example.com,,ADM,INGLÊS,2,TURMA FIXA,A2,13/12/2022,A2,01/12/2022,13/12/2022,"100,00%",62.32%,49.0,"30,00%",0.00%,,"0,00%",146.84%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,130%,,,,"97,50%","95,83%",-,-,-,-,-,"96,67%",13/12/2022,,24/04/2023,11h 01m,23h 29m,34h 31m,661.0,1.409,2.07,32%,EN | EMB2 | ADM | BAS09,Segundas e quartas às 20h,Noite,Marcela,Brasileiro,1.0,,,susanweaver@example.org,EMBRAER,,,,,10.0,10,não
319.0,Gavin Allen,fedwards@example.com,,ADM,INGLÊS,2,TURMA FIXA,A2,12/12/2022,A2,01/12/2022,12/12/2022,"100,00%",57.75%,67.0,"28,00%",0.00%,,"0,00%",150.74%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,128%,,,,"99,34%","98,33%",-,-,-,-,-,"98,84%",12/12/2022,,19/04/2023,12h 01m,24h 07m,36h 08m,721.0,1.447,2.168,33%,EN | EMB2 | ADM | BAS15,Segundas e quartas às 10h,Manhã,Bruno,Brasileiro,1.0,,,michellethomas@example.com,EMBRAER,,,,,8.0,10,
253.0,Franklin Lawson,vasquezlauren@example.org,,ADM,INGLÊS,2,TURMA FIXA,A1,13/12/2022,A1,01/12/2022,13/12/2022,"100,00%",52.39%,55.0,"27,00%",62.70%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,127%,,,,"86,82%","78,77%",-,-,-,-,-,"82,79%",13/12/2022,,24/04/2023,14h 14m,18h 24m,32h 39m,854.0,1.104,1.958,44%,EN | EMB2 | ADM | BAS15,Segundas e quartas às 10h,Manhã,Bruno,Brasileiro,1.0,,,rsullivan@example.org,EMBRAER,,,,,10.0,10,
322.0,David Greer,smallbrandon@example.org,,ADM,INGLÊS,2,TURMA FIXA,A2,17/12/2022,A2,01/12/2022,17/12/2022,"100,00%",82.72%,80.0,"27,00%",0.00%,,"0,00%",146.32%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,127%,,,,"97,43%",-,-,-,-,-,-,"97,43%",17/12/2022,,25/04/2023,12h 15m,24h 22m,36h 37m,735.0,1.462,2.197,33%,EN | EMB2 | ADM | BAS08,Terças e quintas às 19h,Noite,Marcela,Brasileiro,1.0,,,diazjulian@example.net,EMBRAER,,,,,9.0,10,"O unico ponto que eu coloco, é que ao fazer os exercicos, se vc não colocar por exemplo, o ponto de interrogação colado na ultima letra da sua frase, e você der espaço entre a letra e o ponto de interrogação, ele da como exercicio errado, acredito que poderia ser melhorado esta questão: Exemplo: Do you speak English ?      ( este espaço, que eu coloquei entre o h e o ponto de interrogação é considerado, frase errada)"
297.0,Craig Cox II,hensleysandra@example.org,,TEC,INGLÊS,2,TURMA FLEXÍVEL,A2,13/12/2022,A2,01/12/2022,13/12/2022,"13,00%",0.00%,,"100,00%",15.51%,125.0,"12,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,125%,,,,-,"80,28%",-,-,-,-,-,"80,28%",13/12/2022,,25/04/2023,39h 57m,02h 28m,42h 26m,2.397,148.0,2.545,94%,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,,,julie66@example.net,EMBRAER,,,,,,,
238.0,Mary Harris,hernandeznancy@example.net,,ADM,INGLÊS,2,TURMA FLEXÍVEL,A1,05/01/2023,A2,01/01/2023,05/01/2023,"6,00%",0.00%,,"100,00%",133.26%,70.0,"16,00%",89.98%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,122%,,,,-,"87,92%",-,-,-,-,-,"87,92%",05/01/2023,,25/04/2023,41h 06m,36h 36m,77h 42m,2.466,2.196,4.662,53%,Turma flexível,FLEX,FLEX,FLEX,FLEX,,,,balvarado@example.org,EMBRAER,,,,,,,
357.0,Andrew Richardson,andrew04@example.net,,ADM,INGLÊS,3,TURMA FLEXÍVEL,B1,14/02/2023,B1,01/02/2023,14/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"74,00%",20.61%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,74%,,,,-,-,-,"100,00%",-,-,-,"100,00%",14/02/2023,,25/04/2023,27h 37m,03h 17m,30h 55m,1.657,197.0,1.854,89%,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,,,martinrebecca@example.net,EMBRAER,,,,,,,
275.0,Randy Young,michael59@example.net,,ADM,INGLÊS,2,TURMA FLEXÍVEL,B1,12/12/2022,B1,01/12/2022,12/12/2022,"0,00%",0.00%,,"0,00%",0.00%,,"54,00%",0.00%,,"66,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,120%,,,,-,-,"98,75%","93,05%",-,-,-,"95,90%",12/12/2022,,25/04/2023,28h 05m,00h 00m,28h 05m,1.685,0.0,1.685,100%,Turma flexível,FLEX,FLEX,FLEX,FLEX,1.0,,,reedcolin@example.net,EMBRAER,,,,,,,
171.0,Maxwell Keller,jeremyreyes@example.com,,ADM,INGLÊS,2,TURMA FIXA,B1,13/12/2022,B1,01/12/2022,13/12/2022,"100,00%",63.92%,45.0,"16,00%",0.00%,,"0,00%",0.00%,,"0,00%",179.01%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,116%,,,,"99,84%",-,-,-,-,-,-,"99,84%",13/12/2022,,25/04/2023,08h 07m,29h 30m,37h 37m,487.0,1.77,2.257,22%,EN | EMB2 | ADM | INT34,Terças e quintas às 18h,Noite,Luíza,Brasileiro,1.0,,,davidkim@example.com,EMBRAER,,,,,9.0,9,
402.0,Paula Turner,tiffany66@example.org,,ADM,INGLÊS,3,TURMA FIXA,A2,09/02/2023,A2,01/02/2023,09/02/2023,"27,00%",0.00%,,"33,00%",0.00%,,"0,00%",67.73%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,60%,,,,-,"95,83%",-,-,-,-,-,"95,83%",09/02/2023,,25/04/2023,05h 22m,10h 50m,16h 12m,322.0,650.0,972.0,33%,EN | EMB3 | ADM | BAS21,Terças e quintas  às 20h,Noite,Bruno,Brasileiro,,,,huntmelissa@example.net,EMBRAER,,,,,,,
355.0,Karen Martinez,donna34@example.org,,ADM,INGLÊS,3,TURMA FIXA,A1,13/02/2023,A1,01/02/2023,13/02/2023,"47,00%",0.00%,,"0,00%",66.98%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,47%,,,,"100,00%",-,-,-,-,-,-,"100,00%",13/02/2023,,25/04/2023,04h 56m,11h 39m,16h 35m,296.0,699.0,995.0,30%,EN | EMB3 | ADM | BAS21,Terças e quintas  às 20h,Noite,Bruno,Brasileiro,,Isa solicitou mudança para aulas fixas,,carrwhitney@example.com,EMBRAER,,,,,,,
274.0,Ronnie Brown,stewartjonathan@example.org,,ADM,INGLÊS,2,TURMA FIXA,A1,14/12/2022,A1,01/12/2022,14/12/2022,"98,00%",0.00%,,"14,00%",83.39%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,112%,,,,"80,48%",-,-,-,-,-,-,"80,48%",14/12/2022,,25/04/2023,12h 10m,17h 47m,29h 57m,730.0,1.067,1.797,41%,EN | EMB2 | ADM | BAS07,Terças e quintas às 17h,Tarde,Marcela,Brasileiro,1.0,,,velasquezcrystal@example.net,EMBRAER,,,,,,,
386.0,Leslie Bullock,courtney83@example.org,,ADM,INGLÊS,3,TURMA FIXA,A1,09/02/2023,A1,01/02/2023,09/02/2023,"0,00%",0.00%,,"40,00%",69.58%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,40%,,,,-,"93,33%",-,-,-,-,-,"93,33%",09/02/2023,,24/04/2023,05h 05m,11h 08m,16h 13m,305.0,668.0,973.0,31%,EN | EMB3 | ADM | BAS22,Segundas e quartas às 19h,Noite,Ian,Brasileiro,,,,derekkeith@example.net,EMBRAER,,,,,,,
342.0,James Hill,ryan64@example.com,,ADM,INGLÊS,2,TURMA FIXA,C1,10/01/2023,C1,01/12/2022,10/01/2023,"100,00%",117.78%,104.0,"11,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",117.78%,,"0,00%",0.00%,111%,,,,"99,66%",-,-,-,-,-,-,"99,66%",10/01/2023,,25/04/2023,05h 18m,19h 29m,24h 47m,318.0,1.169,1.487,21%,EN | EMB3 | AV04,Terças e quintas  às 18h,Noite,Gustavo,Brasileiro,1.0,Aluno do intermediário que foi para uma turma do avançado,,wilsontimothy@example.org,EMBRAER,,,,,8.0,10,Olá! os cursos poderiam ser mais curtos para quem já possui um nível de inglês avançado. 
389.0,Dylan Navarro,lisa50@example.org,,TEC,INGLÊS,3,TURMA FIXA,A1,13/02/2023,A1,01/02/2023,13/02/2023,"16,00%",0.00%,,"20,00%",75.81%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,36%,,,,-,-,-,-,-,-,-,,13/02/2023,,24/04/2023,04h 39m,12h 07m,16h 47m,279.0,727.0,1.006,28%,EN | EMB3 | TEC | BAS16,Segundas e quartas às 10h,Manhã,Marcela,Brasileiro,,,,lopezmichael@example.com,EMBRAER,,,,,,,
15.0,Laurie Davis,alejandra62@example.org,,TI,INGLÊS,1,TURMA FIXA,A2,27/09/2022,A2,01/09/2022,27/09/2022,"42,00%",0.00%,,"50,00%",0.00%,,"0,00%",215.46%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,92%,,"0,00%","46,00%","92,20%","87,30%",-,-,-,-,-,"89,75%",27/09/2022,,25/04/2023,12h 55m,35h 17m,48h 13m,775.0,2.117,2.892,27%,EN | EMB | TI | BAS01,Terças e quintas às 08h,Manhã,Fábio,Brasileiro,2.0,,,rebeccathompson@example.com,EMBRAER,,,,,,,
314.0,Jason Wilkinson,craigbruce@example.net,,ADM,INGLÊS,2,TURMA FIXA,A2,12/12/2022,B1,01/12/2022,12/12/2022,"0,00%",0.00%,,"3,00%",0.00%,,"100,00%",156.57%,107.0,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,103%,,,,-,-,"96,88%",-,-,-,-,"96,88%",12/12/2022,,24/04/2023,23h 40m,33h 33m,57h 14m,1.42,2.013,3.433,41%,EN | EMB2 | ADM | BAS08,Terças e quintas às 19h,Noite,Marcela,Brasileiro,1.0,,,portiz@example.org,EMBRAER,,,,,,,
158.0,Stacey Thompson,vjohnston@example.net,,ADM,INGLÊS,2,TURMA FIXA,B1,16/12/2022,B1,01/12/2022,16/12/2022,"39,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"64,00%",140.34%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,103%,,"64,00%","64,00%",-,-,-,"100,00%",-,-,-,"100,00%",16/12/2022,,24/04/2023,21h 58m,23h 28m,45h 26m,1.318,1.408,2.726,48%,EN | EMB2 | ADM | INT20,Segundas e quartas às 19h,Noite,Awynner,Brasileiro,15.0,,,robert90@example.org,EMBRAER,,,,,,,
370.0,Erin Lopez,amandafernandez@example.org,,ADM,INGLÊS,3,AULA PARTICULAR,B1,09/02/2023,B1,01/02/2023,09/02/2023,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"35,00%",90.30%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,35%,,,,-,-,-,"100,00%",-,-,-,"100,00%",09/02/2023,,26/04/2023,20h 24m,15h 25m,35h 50m,1.224,925.0,2.149,57%,EN | EMB3 | PRIV | INT04,Terças e quintas às 11h,Manhã,Marcela,Brasileira,1.0,,,kyle87@example.com,EMBRAER,,,,,,,
233.0,Matthew Benitez,tjohnson@example.com,,ADM,INGLÊS,2,TURMA FLEXÍVEL,A2,12/12/2022,A2,01/12/2022,12/12/2022,"100,00%",0.00%,118.0,"2,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,,"0,00%",0.00%,102%,,,,"97,14%",-,-,-,-,-,-,"97,14%",12/12/2022,,24/04/2023,17h 17m,00h 00m,17h 17m,1.037,0.0,1.037,100%,Turma flexível,FLEX,FLEX,FLEX,FLEX,13.0,,,billy13@example.org,EMBRAER,,,,,8.0,9,
