Unnamed: 0,Num.,Nome completo,Área,Idioma de interesse,Modelo de aula,Resultado nivelamento,Leva,Primeiro Acesso,Último Acesso,A0,A0 AoV,A1,A1 AoV,A2,A2 AoV,B1,B1 AoV,B2,B2 AoV,C1,C1 AoV,C2,C2 AoV,tempo plataforma minutos,tempo AOV minutos,tempo total,total progresso,E-mail
353,88.0,Grace Russo,TI,INGLÊS,TURMA FIXA,B1,1,28/09/2022,13/02/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",103.72%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,7.0,995.0,1.002,0%,garciadawn@example.org
354,,Brittany Estrada,ADM,INGLÊS,TURMA FLEXÍVEL,B1,4,13/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,kylewalker@example.org
355,265.0,Barbara Taylor,ADM,INGLÊS,TURMA FIXA,B1,2,10/01/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",133.51%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,1.339,1.339,0%,tyler99@example.net
356,,Kelly Gamble,TEC,INGLÊS,TURMA FIXA,B1,4,13/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,56.0,0.0,56.0,0%,daniellelewis@example.org
357,,Maria Whitaker,TEC,INGLÊS,TURMA FLEXÍVEL,B2,4,18/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,2.0,0.0,2.0,0%,craig51@example.net
358,,Alyssa Parker MD,-,INGLÊS,TURMA FIXA,B1,1,03/10/2022,,,,,,,,,,,,,,,,,,,0%,dgill@example.com
359,,Eric Turner,ADM,ESPANHOL,TURMA FLEXÍVEL,A1,4,14/04/2023,14/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,53.0,0.0,53.0,0%,ychase@example.org
360,97.0,Robert Jones,TEC,INGLÊS,TURMA FIXA,B1,1,11/10/2022,03/11/2022,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",28.92%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,277.0,277.0,0%,ericalivingston@example.org
361,,Kristen Mcmahon,-,INGLÊS,TURMA FIXA,B1,1,28/09/2022,,,,,,,,,,,,,,,,,,,0%,kaylamartinez@example.com
362,100.0,Denise Davis,TEC,INGLÊS,TURMA FIXA,B1,1,11/10/2022,25/10/2022,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",4.72%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,147.0,147.0,0%,sylvialeblanc@example.com
363,281.0,Tina Liu,ADM,INGLÊS,TURMA FIXA,B1,2,12/12/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",112.16%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,3.0,1.127,1.13,0%,robertmoon@example.net
364,,Bridget Bennett,-,INGLÊS,TURMA FIXA,B1,1,28/09/2022,,,,,,,,,,,,,,,,,,,0%,madisonjohnson@example.net
365,,Heather Harper,ADM,INGLÊS,TURMA FLEXÍVEL,A2,4,25/04/2023,,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,hwhite@example.net
366,103.0,Richard Fry,ADM,INGLÊS,TURMA FIXA,B1,1,03/11/2022,16/12/2022,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,duncanamanda@example.com
367,290.0,Dawn Werner,TEC,INGLÊS,TURMA FIXA,A2,2,13/12/2022,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",147.04%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,1.596,1.596,0%,cathy88@example.org
368,111.0,Stephanie Foley,ADM,INGLÊS,TURMA FLEXÍVEL,C1,1,27/09/2022,28/09/2022,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,brad77@example.org
369,114.0,Dominique Nelson,TI,INGLÊS,TURMA FIXA,B1,1,26/09/2022,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",117.34%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,1.318,1.318,0%,shane72@example.org
370,115.0,Kimberly Walters,ADM,ESPANHOL,TURMA FIXA,A2,1,Nunca acessou,,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,adrian09@example.com
371,116.0,Anthony Jackson,TI,INGLÊS,TURMA FIXA,B1,1,27/09/2022,24/10/2022,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",5.82%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,8.0,55.0,63.0,0%,fmcdonald@example.net
372,312.0,Willie Baker,ADM,INGLÊS,TURMA FIXA,B1,2,12/12/2022,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",161.56%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,87.0,1.551,1.638,0%,knightjonathan@example.net
373,,Gary Meyers,ADM,INGLÊS,TURMA FIXA,A2,4,19/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,15.0,0.0,15.0,0%,daniellee@example.org
374,118.0,Samantha Smith,ADM,INGLÊS,TURMA FIXA,B1,1,08/03/2023,18/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,2.0,0.0,2.0,0%,jenniferdixon@example.com
375,,Stephen Castro,ADM,INGLÊS,TURMA FLEXÍVEL,B1,4,19/04/2023,20/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,browninglisa@example.org
376,119.0,Patrick Lowery,TI,INGLÊS,TURMA FLEXÍVEL,A2,1,Nunca acessou,,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,jessicaking@example.net
377,,Jordan Melton,ADM,INGLÊS,TURMA FIXA,B2,4,18/04/2023,20/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,9.0,0.0,9.0,0%,jacksonrobert@example.net
378,121.0,Amanda Miller,TEC,INGLÊS,TURMA FIXA,B2,1,09/01/2023,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",78.77%,"0,00%",0.00%,"0,00%",0.00%,0.0,887.0,887.0,0%,andersonamy@example.org
379,122.0,Matthew Wise,TI,INGLÊS,TURMA FIXA,B1,1,27/09/2022,18/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",85.34%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,50.0,819.0,869.0,0%,krodriguez@example.org
380,123.0,Anthony Bowen,TEC,INGLÊS,TURMA FIXA,B2,1,10/10/2022,02/02/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",107.48%,"0,00%",0.00%,"0,00%",0.00%,0.0,1.031,1.031,0%,melissamarshall@example.net
381,124.0,Corey Davis,TEC,INGLÊS,TURMA FIXA,B1,1,17/11/2022,09/02/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",65.56%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,629.0,629.0,0%,robinburgess@example.net
382,,Amanda Woodard,ADM,ESPANHOL,TURMA FIXA NATIVO,A1,4,Nunca acessou,,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,mclark@example.org
383,,John Campbell,-,INGLÊS,TURMA FLEXÍVEL,INGLÊS,1,Nunca acessou,,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,watsontanner@example.net
384,,Robert Ferguson,TI,INGLÊS,TURMA FIXA,INGLÊS,1,03/10/2022,,,,,,,,,,,,,,,,,,,0%,gonzalezkevin@example.org
385,129.0,Julie Moore,TEC,INGLÊS,TURMA FLEXÍVEL,B1,1,Nunca acessou,,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,rhenry@example.net
386,,Loretta Randolph,TEC,ESPANHOL,TURMA FLEXÍVEL,Nunca acessou,1,Nunca acessou,,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,joseph37@example.com
387,,Cathy Blake,-,INGLÊS,TURMA FLEXÍVEL,B1,1,17/10/2022,,,,,,,,,,,,,,,,,,,0%,jbrown@example.net
388,,Philip Williams,ADM,INGLÊS,TURMA FLEXÍVEL,A2,4,19/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,lisa39@example.com
389,,Jonathan Chandler,ADM,INGLÊS,TURMA FLEXÍVEL,B1,4,13/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,4.0,0.0,4.0,0%,christopher16@example.com
390,,Michael Sharp,ADM,INGLÊS,TURMA FLEXÍVEL,B1,4,19/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,6.0,0.0,6.0,0%,ashley15@example.net
391,,Christopher Brown,ADM,INGLÊS,TURMA FLEXÍVEL,B1,4,19/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,april20@example.com
392,136.0,Cody Miller,TI,INGLÊS,TURMA FIXA,B1,1,26/09/2022,03/02/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",45.92%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,2.0,491.0,493.0,0%,spencersantiago@example.org
393,,Ronald Page,ADM,INGLÊS,TURMA FIXA,B2,4,18/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,8.0,0.0,8.0,0%,amberlopez@example.net
394,141.0,Duane Ochoa,TEC,INGLÊS,TURMA FIXA,B2,1,28/09/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",159.88%,"0,00%",0.00%,"0,00%",0.00%,50.0,1.576,1.626,0%,estesbenjamin@example.net
395,337.0,Eric Gordon,ADM,INGLÊS,TURMA FIXA,B1,2,13/12/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",126.68%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,28.0,1.27,1.298,0%,tanya90@example.com
396,146.0,Patrick Jimenez,TI,INGLÊS,TURMA FLEXÍVEL,B1,1,25/10/2022,25/10/2022,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",6.17%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,59.0,59.0,0%,singhjacqueline@example.net
397,,Michael Ali,ADM,INGLÊS,TURMA FLEXÍVEL,A1,4,19/04/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,npratt@example.org
398,,Melissa Robertson,TI,INGLÊS,TURMA FIXA,B2,1,Nunca acessou,,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,mhancock@example.org
399,,Anthony Hayes,ADM,INGLÊS,TURMA FLEXÍVEL,B1,4,13/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,24.0,0.0,24.0,0%,tina52@example.com
400,154.0,Sean Barton,TEC,INGLÊS,TURMA FLEXÍVEL,B1,1,24/10/2022,06/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,jamesschwartz@example.net
401,,Christopher Bryan,ADM,INGLÊS,TURMA FIXA,B1,4,17/04/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,0%,christopherhenry@example.org
402,157.0,Jeanette Romero,ADM,INGLÊS,AULA PARTICULAR,A2,2,10/01/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",72.58%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,2.0,911.0,913.0,,mwilliams@example.org
403,372.0,Zachary Young,ADM,INGLÊS,TURMA FIXA,B1,3,13/02/2023,03/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"5,00%",39.88%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,37.0,382.0,419.0,,roygutierrez@example.com
404,160.0,Gregory Caldwell,TI,INGLÊS,TURMA FLEXÍVEL,B1,2,15/12/2022,24/03/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"22,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,277.0,0.0,277.0,,hayesdavid@example.org
405,408.0,Brandi Harris,ADM,ESPANHOL,TURMA FLEXÍVEL,A2,3,Nunca acessou,,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,,carolinebaker@example.org
406,166.0,Courtney Pierce,ADM,FRANCÊS,TURMA FLEXÍVEL,A1,2,13/12/2022,13/03/2023,"100,00%",0.00%,"11,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,607.0,0.0,607.0,,leebrianna@example.com
407,167.0,Kyle Strickland,TEC,INGLÊS,TURMA FIXA,C1,2,13/12/2022,11/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"7,00%",74.79%,"0,00%",0.00%,83.0,718.0,801.0,,powellbrian@example.org
408,347.0,Brenda Jones,ADM,INGLÊS,TURMA FIXA,A2,3,10/02/2023,20/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",30.96%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,18.0,297.0,315.0,,watsonalexa@example.org
409,371.0,Kathryn Robertson,ADM,INGLÊS,TURMA FIXA,A2,3,13/02/2023,14/04/2023,"0,00%",0.00%,"0,00%",0.00%,"3,00%",34.45%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,45.0,330.0,375.0,,lynnmelinda@example.com
410,174.0,Sonya Flores,TI,INGLÊS,TURMA FLEXÍVEL,B1,2,14/12/2022,17/02/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"2,00%",31.45%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,50.0,302.0,352.0,,sanchezkelly@example.net
411,348.0,Jessica Curtis,ADM,INGLÊS,TURMA FIXA,A2,3,16/02/2023,25/04/2023,"19,00%",0.00%,"0,00%",0.00%,"0,00%",41.36%,"0,00%",0.00%,"0,00%",5.19%,"0,00%",0.00%,"0,00%",0.00%,138.0,504.0,642.0,,jacksonsandra@example.com
412,361.0,Sarah Schwartz,ADM,INGLÊS,TURMA FIXA,B1,3,13/02/2023,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"7,00%",65.01%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,127.0,624.0,751.0,,jennifer08@example.com
413,179.0,Jordan Jensen,ADM,INGLÊS,TURMA FLEXÍVEL,B2,2,13/12/2022,30/03/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",94.43%,"0,00%",0.00%,"0,00%",0.00%,3.0,906.0,909.0,,brian02@example.org
414,162.0,Phillip Barnett,ADM,INGLÊS,TURMA FIXA,A2,2,04/01/2023,,"0,00%",0.00%,"0,00%",0.00%,"0,00%","13,00%","0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,,,,,fpena@example.net
415,180.0,Mary Green,TEC,INGLÊS,TURMA FIXA,B1,2,16/12/2022,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"1,00%",78.70%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,13.0,773.0,786.0,,sharon00@example.net
416,407.0,Phillip Hayden,TEC,INGLÊS,TURMA FLEXÍVEL,B2,3,09/02/2023,20/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"9,00%",12.15%,"0,00%",0.00%,"0,00%",0.00%,216.0,116.0,332.0,,deanstacie@example.net
417,184.0,Kimberly Lee,TEC,INGLÊS,TURMA FIXA,A2,2,21/12/2022,09/02/2023,"1,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,4.0,0.0,4.0,,christinanorman@example.net
418,185.0,Emily Horton,ADM,INGLÊS,TURMA FLEXÍVEL,A2,2,12/12/2022,26/01/2023,"30,00%",0.00%,"0,00%",0.00%,"0,00%",3.59%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,362.0,34.0,396.0,,karirogers@example.com
419,409.0,Ronnie Martin,TEC,ESPANHOL,TURMA FLEXÍVEL,A1,3,14/03/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,,jeremybarber@example.com
420,189.0,Kristopher Knapp,ADM,INGLÊS,TURMA FLEXÍVEL,B1,2,13/12/2022,25/04/2023,"0,00%",0.00%,"2,00%",0.00%,"4,00%",0.00%,"34,00%",44.91%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,412.0,431.0,843.0,,charrington@example.com
421,395.0,Valerie Freeman,ADM,INGLÊS,TURMA FIXA,B2,3,09/02/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"14,00%",41.81%,"0,00%",0.00%,"0,00%",0.00%,353.0,458.0,811.0,,bjimenez@example.net
422,190.0,Cody Wagner,ADM,INGLÊS,TURMA FLEXÍVEL,B1,2,14/12/2022,03/04/2023,"9,00%",0.00%,"0,00%",0.00%,"8,00%",0.00%,"27,00%",2.43%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,547.0,23.0,570.0,,garytyler@example.com
423,352.0,Cody Vance,ADM,INGLÊS,TURMA FIXA,A1,3,09/02/2023,25/04/2023,"9,00%",0.00%,"5,00%",2.73%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,331.0,26.0,357.0,,kelly07@example.com
424,191.0,Michelle Mooney,ADM,INGLÊS,TURMA FIXA,B1,2,12/12/2022,24/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"5,00%",90.49%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,72.0,868.0,940.0,,larry95@example.net
425,,Kathy Chambers,-,FRANCÊS,TURMA FLEXÍVEL,B1,2,15/12/2022,12/01/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,16.0,0.0,16.0,,jamesweiss@example.org
426,393.0,Arthur Daniel,ADM,INGLÊS,TURMA FLEXÍVEL,B1,3,09/02/2023,27/03/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"3,00%",3.20%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,46.0,31.0,77.0,,connieyang@example.org
427,193.0,April Schultz,TEC,INGLÊS,TURMA FLEXÍVEL,B1,2,15/12/2022,26/04/2023,"8,00%",0.00%,"0,00%",0.00%,"0,00%",61.69%,"2,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,130.0,643.0,773.0,,staceyking@example.net
428,399.0,Erika Ingram,TI,INGLÊS,AULA PARTICULAR,B1,3,10/02/2023,25/04/2023,"0,00%",0.00%,"61,00%",0.00%,"0,00%",0.00%,"0,00%",48.29%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,276.0,463.0,739.0,,charles66@example.org
429,196.0,Teresa Sexton,ADM,INGLÊS,TURMA FLEXÍVEL,A2,2,24/01/2023,08/04/2023,"16,00%",0.00%,"0,00%",0.00%,"0,00%",32.60%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,55.0,313.0,368.0,,christopherluna@example.org
430,198.0,Katie Dominguez,ADM,INGLÊS,TURMA FIXA,B1,2,06/01/2023,15/02/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",63.25%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,607.0,607.0,,amartin@example.org
431,199.0,Blake Smith,TEC,INGLÊS,TURMA FIXA,B2,2,03/01/2023,15/02/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%","0,00%","0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,607.0,607.0,,juliabrown@example.com
432,360.0,Adam Hensley,ADM,INGLÊS,TURMA FLEXÍVEL,B1,3,14/02/2023,25/03/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,15.0,0.0,15.0,,zcollier@example.com
433,200.0,Keith Espinoza,ADM,INGLÊS,TURMA FLEXÍVEL,A2,2,14/12/2022,29/03/2023,"0,00%",0.00%,"4,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,44.0,0.0,44.0,,timothycobb@example.org
434,201.0,Nathaniel Guzman,ADM,INGLÊS,TURMA FIXA,A2,2,13/12/2022,11/04/2023,"27,00%",0.00%,"0,00%",0.00%,"0,00%",6.96%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,105.0,66.0,171.0,,millerdale@example.net
435,387.0,Cody Bailey,TEC,INGLÊS,TURMA FIXA,A2,3,15/02/2023,17/02/2023,"0,00%",0.00%,"0,00%",0.00%,"1,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,15.0,0.0,15.0,,uharris@example.org
436,205.0,Fernando Hensley,ADM,INGLÊS,TURMA FIXA,B1,2,15/12/2022,21/03/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",40.05%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,6.0,384.0,390.0,,robertwinters@example.net
437,206.0,Darrell Porter,TEC,INGLÊS,TURMA FIXA,B1,2,12/12/2022,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"1,00%",84.09%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,67.0,807.0,874.0,,alexandrabell@example.com
438,365.0,Hector Waters,ADM,INGLÊS,TURMA FIXA,B1,3,09/02/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"9,00%",27.91%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,209.0,323.0,532.0,,jamesedwards@example.com
439,382.0,Troy Beard,ADM,INGLÊS,TURMA FIXA,B2,3,15/02/2023,19/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",44.80%,"0,00%",0.00%,"0,00%",0.00%,48.0,430.0,478.0,,ytaylor@example.com
440,358.0,Joshua Espinoza,ADM,INGLÊS,TURMA FLEXÍVEL,A2,3,12/02/2023,26/04/2023,"0,00%",0.00%,"0,00%",0.00%,"40,00%",9.19%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,800.0,88.0,888.0,,john75@example.org
441,209.0,Kelly Thornton,ADM,INGLÊS,TURMA FLEXÍVEL,B1,2,13/12/2022,14/03/2023,"14,00%",0.00%,"3,00%",0.00%,"0,00%",0.00%,"19,00%",30.38%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,300.0,291.0,591.0,,kramerrobert@example.org
442,,Aaron Aguirre,ADM,INGLÊS,TURMA FIXA,B1,2,29/12/2022,,,,,,,,,,,,,,,,,,,,cohendaniel@example.org
443,353.0,Melanie Murphy,ADM,INGLÊS,TURMA FIXA,A2,3,09/02/2023,25/04/2023,"0,00%",0.00%,"0,00%",0.00%,"0,00%",69.13%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,12.0,746.0,758.0,,megan08@example.org
444,213.0,Lisa Dalton,ADM,INGLÊS,TURMA FLEXÍVEL,B1,2,Nunca acessou,,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,"0,00%",0.00%,0.0,0.0,0.0,,williamsscott@example.org
